selection_rule,gvkey,feature_date,migration_surprise,market_cap_millions
largest_positive_migration_surprise_among_liquid_firms,102010,2006-04-30,0.5550322107859226,836.1624078783342
largest_negative_migration_surprise_among_liquid_firms,102805,2018-04-30,-0.6831256969354959,6501.1543488947855
