candidate,overall_spearman,calibration_spearman,held_out_spearman,held_out_2013_2015_spearman,held_out_2016_2018_spearman,eligible_rows,coverage_vs_benchmark,overall_improvement_vs_benchmark,is_benchmark
anchored_axis_innovation,0.46174757525830734,0.46545717461774794,0.45604598084096265,0.48035121103969936,0.440306097878241,22089,0.9631971394933065,0.25592100777011395,False
migration_surprise,0.20582656748819336,0.028471971724488187,0.4578387289609068,0.42424016704718226,0.4873412961969099,22933,1.0,0.0,True
