gvkey,feature_date,archetype,viability_level,pc1,pc2
102607,2021-03-31,Noise / Unassigned,,0.6861991750856143,0.7611847166867356
102615,2021-03-31,Noise / Unassigned,,1.6938813746055201,0.5795016398623581
102797,2021-03-31,Noise / Unassigned,,-0.9215460101989285,1.670216388967619
102910,2021-03-31,Noise / Unassigned,,0.013642939815101722,1.3358317246242548
102927,2021-03-31,Noise / Unassigned,,-1.400228809823918,-0.08591043398746231
102935,2021-03-31,Noise / Unassigned,,-0.6871625197626553,-1.277226818038851
102939,2021-03-31,Noise / Unassigned,,-0.635815374009657,0.823946620024258
102964,2021-03-31,Noise / Unassigned,,-0.8985219694114953,3.387477260131905
102967,2021-03-31,Noise / Unassigned,,1.611229550793296,1.5908381211433533
100041,2021-04-30,Noise / Unassigned,,0.09431341002684529,2.6906449800402656
100060,2021-04-30,Noise / Unassigned,,2.834217020405263,-1.6222168524063336
100109,2021-04-30,Noise / Unassigned,,1.9633517843263115,1.920605630062971
100185,2021-04-30,Archetype B,,-0.3810094490404432,-1.1107247858399434
100253,2021-04-30,Noise / Unassigned,,-0.7683846343718558,0.541143058734154
100254,2021-04-30,Noise / Unassigned,,0.4395478458818567,-0.8293666297309179
100286,2021-04-30,Noise / Unassigned,,-0.4977170043896973,1.2069345518957615
100416,2021-04-30,Noise / Unassigned,,-0.3029050486624403,-1.0932808827055032
100436,2021-04-30,Noise / Unassigned,,0.32941100471536,0.7275739698730564
100465,2021-04-30,Noise / Unassigned,,-1.0407697724471534,-0.9456326758805232
100471,2021-04-30,Noise / Unassigned,,1.5654356797486086,1.9226913078516337
100637,2021-04-30,Noise / Unassigned,,-2.3887616794636957,-0.9193924807834752
100693,2021-04-30,Noise / Unassigned,,5.261340286891427,-0.9731895133977615
100709,2021-04-30,Noise / Unassigned,,-2.243993168859654,-0.9007755761286611
100797,2021-04-30,Noise / Unassigned,,-2.2113204389199796,2.544126585289745
100833,2021-04-30,Noise / Unassigned,,-0.9023742418222339,2.5744258831722036
100974,2021-04-30,Noise / Unassigned,,-0.4952396899763451,-0.7468745283764708
100997,2021-04-30,Noise / Unassigned,,1.402734793449049,-0.8862855775007411
101008,2021-04-30,Noise / Unassigned,,0.743285500850245,-0.9725225471239297
101018,2021-04-30,Noise / Unassigned,,1.449816139090393,0.6037449586125339
101154,2021-04-30,Noise / Unassigned,,-0.25806132860768055,0.6803793258160838
101263,2021-04-30,Noise / Unassigned,,-0.7591261083384205,-1.0047006095338
101276,2021-04-30,Noise / Unassigned,,-3.136402144408284,2.5071766585508266
101289,2021-04-30,Noise / Unassigned,,0.005087808590070672,-0.8447022745816625
101298,2021-04-30,Noise / Unassigned,,2.080855410939169,-0.747820905111674
101312,2021-04-30,Noise / Unassigned,,2.084261986400643,-0.775363792101328
101317,2021-04-30,Noise / Unassigned,,-0.6577396207267922,1.8235976110634502
101399,2021-04-30,Noise / Unassigned,,-1.1739161371680578,-0.9723037848723081
101433,2021-04-30,Noise / Unassigned,,0.6674390828716638,0.741043474719886
101480,2021-04-30,Noise / Unassigned,,-0.0016334231286248627,-1.031026517180987
101485,2021-04-30,Noise / Unassigned,,-0.07961841002743891,0.8492941058373036
101617,2021-04-30,Noise / Unassigned,,3.973805279309267,-0.7278756700724739
101711,2021-04-30,Noise / Unassigned,,0.3412255570558942,-1.0445095214635567
101753,2021-04-30,Noise / Unassigned,,0.7662748078351873,-1.0572632696103414
101803,2021-04-30,Noise / Unassigned,,0.10325947105746586,1.6197223015748168
101865,2021-04-30,Noise / Unassigned,,0.4810241504443379,-1.2599964771812142
101885,2021-04-30,Noise / Unassigned,,0.5305209549242103,1.8190122854614008
101938,2021-04-30,Noise / Unassigned,,0.026703171746533062,0.9203204956055246
101953,2021-04-30,Noise / Unassigned,,1.7640905266683942,0.7879631771043423
102038,2021-04-30,Noise / Unassigned,,0.03504138553181562,-1.2331146361668677
102048,2021-04-30,Noise / Unassigned,,-2.4226078607119286,-0.19799762329033443
102060,2021-04-30,Noise / Unassigned,,-0.5269776519501391,-0.9195199338887006
102166,2021-04-30,Noise / Unassigned,,-1.5881749784803099,-1.0848379241201966
102305,2021-04-30,Archetype A,,0.11253410415865187,-0.9012480729860375
102311,2021-04-30,Noise / Unassigned,,-0.3888174153593136,1.7751300419161857
102363,2021-04-30,Noise / Unassigned,,-0.14360633662038144,-0.3262599556985414
102432,2021-04-30,Noise / Unassigned,,-0.28580404447808194,-0.9663734346403078
102464,2021-04-30,Noise / Unassigned,,0.016384094721965635,-1.5759088949858826
102567,2021-04-30,Noise / Unassigned,,-0.3622296940088705,-0.6790510300266296
102582,2021-04-30,Noise / Unassigned,,0.2471655698423866,0.5228360955419437
102595,2021-04-30,Noise / Unassigned,,-0.4207006243471588,0.2820963506440751
102631,2021-04-30,Noise / Unassigned,,0.18622330026416123,-0.26514319735364905
102684,2021-04-30,Noise / Unassigned,,-1.5575242729956387,0.4270821499684766
102749,2021-04-30,Noise / Unassigned,,-1.7753303532314233,2.5505179655004673
102847,2021-04-30,Noise / Unassigned,,0.38479342316873855,0.6761344436327744
102853,2021-04-30,Noise / Unassigned,,-1.6511637569699869,1.04972777534527
102875,2021-04-30,Noise / Unassigned,,3.6055594696260664,-0.8904390511474762
102915,2021-04-30,Noise / Unassigned,,0.9326161811883276,2.601352309661231
102969,2021-04-30,Noise / Unassigned,,3.306305107129636,1.932634741703761
