failure_within_horizon,count,mean,std,min,10%,25%,50%,75%,90%,max
0,30130.0,0.33906669304574755,0.219824780536633,-0.8406540486714844,0.060422731835518516,0.23375743606038013,0.3499398364220534,0.46196577954612006,0.59204842836142,1.2269091699641894
1,1117.0,0.30359587539103994,0.2151983262945093,-0.43223274794422784,0.019367398264807326,0.1961228069745613,0.31605221369288383,0.4249275592100039,0.5521400538527592,1.0642257049130475
