axis,count,mean,std,min,1%,25%,50%,75%,99%,max
anchored_demand_strength_pricing_power,52776.0,-0.028098331216245827,0.5764689759658198,-2.665658550285416,-1.4979838659016982,-0.400592701517112,-0.006629704951525447,0.3657588710037924,1.2444035462863183,2.0748513998633333
anchored_competitive_defensibility,58718.0,-0.7330408919167404,0.3642263864858207,-1.4536712961173772,-1.2874261208273579,-1.0262850288577257,-0.783916058143209,-0.5146249074487173,0.3539858355035145,1.4083061414777616
anchored_innovation_intensity,58718.0,0.09131617916718929,0.6996836065865683,-1.9413955311746716,-1.5561171663817446,-0.41025762530131615,0.1436752397248721,0.5931805522188119,1.5482961957385915,2.341026783055114
anchored_go_to_market_efficiency,55721.0,0.07164690818550341,0.8615063404331326,-2.0855343422425987,-1.6241577360045585,-0.5368575830950048,0.0010412987982960226,0.6034834937481258,2.410109730134552,2.9878716119838535
anchored_unit_economics_profit_quality,55721.0,0.05457779839743959,0.861286595019039,-2.1594001763118866,-1.7757260761087112,-0.5473909336004287,0.012742467389230757,0.6045311892879046,2.2716521123403663,2.8337169190795883
anchored_scalability_capital_efficiency,55721.0,0.014320776924109728,0.7789482471899462,-2.717793956591676,-1.7211656171083496,-0.5242869762693908,0.004571590824584415,0.541010371227812,1.8217214380006457,3.1940127936560847
