scenario,horizon_years,fold,model,candidate,validation_brier
regime_shift,5,2,combined_axes_logit,C=1,0.0407026841554898
regime_shift,5,2,combined_axes_logit,C=10,0.040697342989849
regime_shift,5,2,hist_gradient_boosting,fixed_constrained_tree,0.0415481360349387
regime_shift,5,3,profitability_logit,C=0.01,0.0337595771511155
regime_shift,5,3,profitability_logit,C=0.1,0.0338071552874845
regime_shift,5,3,profitability_logit,C=1,0.0338147438537806
regime_shift,5,3,profitability_logit,C=10,0.0338155545303817
regime_shift,5,3,distress_logit,C=0.01,0.0337556265123104
regime_shift,5,3,distress_logit,C=0.1,0.0338498429764121
regime_shift,5,3,distress_logit,C=1,0.0338753569652248
regime_shift,5,3,distress_logit,C=10,0.0338792415484542
regime_shift,5,3,industry_rate,sic2_smoothed_rate,0.0338715269686384
regime_shift,5,3,occupied_cell_rate,training_tertile_729_cell_rate,0.0341226256363765
regime_shift,5,3,relative_axes_logit,C=0.01,0.033732112027364
regime_shift,5,3,relative_axes_logit,C=0.1,0.0337734537257408
regime_shift,5,3,relative_axes_logit,C=1,0.033781394388633
regime_shift,5,3,relative_axes_logit,C=10,0.0337822654446358
regime_shift,5,3,combined_axes_logit,C=0.01,0.0337566192189576
regime_shift,5,3,combined_axes_logit,C=0.1,0.0337970878662999
regime_shift,5,3,combined_axes_logit,C=1,0.0338127741670096
regime_shift,5,3,combined_axes_logit,C=10,0.0338153165642589
regime_shift,5,3,hist_gradient_boosting,fixed_constrained_tree,0.0345629648571466
regime_shift,5,4,profitability_logit,C=0.01,0.0300296948317173
regime_shift,5,4,profitability_logit,C=0.1,0.0300351676110181
regime_shift,5,4,profitability_logit,C=1,0.0300357970237462
regime_shift,5,4,profitability_logit,C=10,0.0300358627512157
regime_shift,5,4,distress_logit,C=0.01,0.0300381960629699
regime_shift,5,4,distress_logit,C=0.1,0.0300639288451795
regime_shift,5,4,distress_logit,C=1,0.0300671059510377
regime_shift,5,4,distress_logit,C=10,0.0300677382044502
regime_shift,5,4,industry_rate,sic2_smoothed_rate,0.0300707349407832
regime_shift,5,4,occupied_cell_rate,training_tertile_729_cell_rate,0.0302794914106907
regime_shift,5,4,relative_axes_logit,C=0.01,0.0299162954965064
regime_shift,5,4,relative_axes_logit,C=0.1,0.0299024646780719
regime_shift,5,4,relative_axes_logit,C=1,0.029900759426478
regime_shift,5,4,relative_axes_logit,C=10,0.0299005836376632
regime_shift,5,4,combined_axes_logit,C=0.01,0.0299446730036058
regime_shift,5,4,combined_axes_logit,C=0.1,0.0299852413411201
regime_shift,5,4,combined_axes_logit,C=1,0.0300186462949981
regime_shift,5,4,combined_axes_logit,C=10,0.0300245696874683
regime_shift,5,4,hist_gradient_boosting,fixed_constrained_tree,0.030324648729387
